sku,product_name,category,group,subgroup,brand,base_price,initial_ticket_price,costos
HOMAPSM003,KitchenPlus Premium Small Appliances,Home & Kitchen,Appliances,Small Appliances,KitchenPlus,82.66,98.56,47.96
HOMAPSM004,HomeMaker Professional Small Appliances,Home & Kitchen,Appliances,Small Appliances,HomeMaker,94.3,114.79,50.04
HOMAPSM005,CookEasy Compact Small Appliances,Home & Kitchen,Appliances,Small Appliances,CookEasy,80.18,88.49,49.89
HOMAPSM006,DwellWell Essential Small Appliances 12-Piece,Home & Kitchen,Appliances,Small Appliances,DwellWell,91.9,111.47,63.08
HOMAPSM007,CookEasy Professional Small Appliances Set,Home & Kitchen,Appliances,Small Appliances,CookEasy,86.28,107.11,59.06
HOMAPSM008,CookEasy Professional Small Appliances 8-Piece,Home & Kitchen,Appliances,Small Appliances,CookEasy,68.87,84.12,42.37
HOMAPMA001,HomeStyle Deluxe Major Appliances 8-Piece,Home & Kitchen,Appliances,Major Appliances,HomeStyle,77.56,99.81,50.21
HOMAPMA002,HomeMaker Multi-Use Major Appliances,Home & Kitchen,Appliances,Major Appliances,HomeMaker,93.61,105.09,55.24
HOMAPMA003,HomeStyle Multi-Use Major Appliances Mini,Home & Kitchen,Appliances,Major Appliances,HomeStyle,95.5,107.43,63.77
HOMAPMA004,HomeStyle Compact Major Appliances,Home & Kitchen,Appliances,Major Appliances,HomeStyle,93.46,112.5,62.99
HOMAPMA005,CookEasy Deluxe Major Appliances,Home & Kitchen,Appliances,Major Appliances,CookEasy,82.91,92.11,48.07
HOMAPMA006,DwellWell Multi-Use Major Appliances Pro,Home & Kitchen,Appliances,Major Appliances,DwellWell,74.72,82.26,49.36
HOMAPMA007,HomeMaker Essential Major Appliances 12-Piece,Home & Kitchen,Appliances,Major Appliances,HomeMaker,74.66,90.15,43.28
HOMAPMA008,HomeMaker Essential Major Appliances 8-Piece,Home & Kitchen,Appliances,Major Appliances,HomeMaker,93.42,109.25,53.18
HOMAPMA009,HomeStyle Professional Major Appliances 6-Piece,Home & Kitchen,Appliances,Major Appliances,HomeStyle,87.59,100.28,51.72
HOMAPSP001,CookEasy Premium Specialty,Home & Kitchen,Appliances,Specialty,CookEasy,78.47,89.08,41.44
HOMAPSP002,DwellWell Professional Specialty 12-Piece,Home & Kitchen,Appliances,Specialty,DwellWell,79.94,102.56,46.67
HOMAPSP003,DwellWell Premium Specialty,Home & Kitchen,Appliances,Specialty,DwellWell,75.59,92.7,46.57
HOMAPSP004,HomeMaker Premium Specialty 12-Piece,Home & Kitchen,Appliances,Specialty,HomeMaker,64.41,73.15,40.75
HOMAPSP005,HomeStyle Premium Specialty Set,Home & Kitchen,Appliances,Specialty,HomeStyle,94.74,112.07,50.19
HOMAPSP006,HomeMaker Multi-Use Specialty XL,Home & Kitchen,Appliances,Specialty,HomeMaker,66.72,80.1,46.66
HOMAPSP007,KitchenPlus Deluxe Specialty 6-Piece,Home & Kitchen,Appliances,Specialty,KitchenPlus,83.04,103.8,42.64
HOMAPSP008,HomeMaker Essential Specialty,Home & Kitchen,Appliances,Specialty,HomeMaker,70.71,80.68,48.05
HOMAPSP009,HomeStyle Premium Specialty,Home & Kitchen,Appliances,Specialty,HomeStyle,70.09,83.72,35.56
HOMAPSP010,CookEasy Professional Specialty,Home & Kitchen,Appliances,Specialty,CookEasy,82.06,103.0,42.11
HOMAPSP011,DwellWell Premium Specialty,Home & Kitchen,Appliances,Specialty,DwellWell,78.5,93.26,47.48
HOMCOPO001,HomeStyle Multi-Use Pots & Pans,Home & Kitchen,Cookware,Pots & Pans,HomeStyle,76.81,86.88,47.01
HOMCOPO002,CookEasy Professional Pots & Pans Set,Home & Kitchen,Cookware,Pots & Pans,CookEasy,69.81,90.0,46.94
HOMCOPO003,DwellWell Multi-Use Pots & Pans,Home & Kitchen,Cookware,Pots & Pans,DwellWell,75.94,93.31,42.08
HOMCOPO004,HomeMaker Professional Pots & Pans XL,Home & Kitchen,Cookware,Pots & Pans,HomeMaker,77.07,87.18,38.93
HOMCOPO005,HomeStyle Multi-Use Pots & Pans Mini,Home & Kitchen,Cookware,Pots & Pans,HomeStyle,86.9,96.06,54.9
HOMCOPO006,DwellWell Multi-Use Pots & Pans Mini,Home & Kitchen,Cookware,Pots & Pans,DwellWell,71.09,87.76,38.83
HOMCOPO007,KitchenPlus Compact Pots & Pans,Home & Kitchen,Cookware,Pots & Pans,KitchenPlus,64.62,81.42,33.66
HOMCOPO008,DwellWell Essential Pots & Pans,Home & Kitchen,Cookware,Pots & Pans,DwellWell,69.7,80.0,43.95
HOMCOPO009,CookEasy Professional Pots & Pans,Home & Kitchen,Cookware,Pots & Pans,CookEasy,67.17,83.59,36.85
HOMCOPO010,DwellWell Compact Pots & Pans,Home & Kitchen,Cookware,Pots & Pans,DwellWell,91.37,107.77,60.86
HOMCOBA001,HomeMaker Essential Bakeware,Home & Kitchen,Cookware,Bakeware,HomeMaker,85.37,98.91,46.18
HOMCOBA002,CookEasy Premium Bakeware,Home & Kitchen,Cookware,Bakeware,CookEasy,92.67,103.52,46.58
HOMCOBA003,DwellWell Premium Bakeware,Home & Kitchen,Cookware,Bakeware,DwellWell,70.64,80.27,35.7
HOMCOBA004,HomeStyle Professional Bakeware,Home & Kitchen,Cookware,Bakeware,HomeStyle,82.65,105.67,48.29
HOMCOBA005,HomeMaker Deluxe Bakeware,Home & Kitchen,Cookware,Bakeware,HomeMaker,90.15,103.84,51.24
HOMCOBA006,DwellWell Professional Bakeware,Home & Kitchen,Cookware,Bakeware,DwellWell,76.14,87.84,47.06
HOMCOBA007,HomeStyle Professional Bakeware,Home & Kitchen,Cookware,Bakeware,HomeStyle,83.96,101.63,48.86
HOMCOBA008,CookEasy Professional Bakeware Pro,Home & Kitchen,Cookware,Bakeware,CookEasy,77.95,100.53,43.56
HOMCOBA009,DwellWell Multi-Use Bakeware,Home & Kitchen,Cookware,Bakeware,DwellWell,88.42,112.63,46.69
HOMCOBA010,CookEasy Professional Bakeware 12-Piece,Home & Kitchen,Cookware,Bakeware,CookEasy,79.59,100.28,54.03
HOMCOUT001,KitchenPlus Deluxe Utensils,Home & Kitchen,Cookware,Utensils,KitchenPlus,77.6,89.53,39.15
HOMCOUT002,CookEasy Professional Utensils XL,Home & Kitchen,Cookware,Utensils,CookEasy,81.32,93.65,50.96
HOMCOUT003,HomeStyle Essential Utensils 12-Piece,Home & Kitchen,Cookware,Utensils,HomeStyle,68.45,88.77,45.66
HOMCOUT004,HomeStyle Professional Utensils,Home & Kitchen,Cookware,Utensils,HomeStyle,80.81,93.29,43.18
HOMCOUT005,HomeMaker Essential Utensils Set,Home & Kitchen,Cookware,Utensils,HomeMaker,64.58,72.56,44.1
HOMCOUT006,HomeMaker Premium Utensils Set,Home & Kitchen,Cookware,Utensils,HomeMaker,82.44,99.82,45.74
HOMCOUT007,DwellWell Multi-Use Utensils,Home & Kitchen,Cookware,Utensils,DwellWell,84.83,96.82,56.5
HOMCOUT008,CookEasy Compact Utensils,Home & Kitchen,Cookware,Utensils,CookEasy,64.34,82.36,33.93
HOMCOUT009,KitchenPlus Compact Utensils Set,Home & Kitchen,Cookware,Utensils,KitchenPlus,91.95,112.19,56.96
HOMCOUT010,KitchenPlus Multi-Use Utensils Mini,Home & Kitchen,Cookware,Utensils,KitchenPlus,85.27,109.39,45.63
HOMCOUT011,HomeMaker Deluxe Utensils,Home & Kitchen,Cookware,Utensils,HomeMaker,77.39,93.16,44.63
HOMCOUT012,DwellWell Multi-Use Utensils,Home & Kitchen,Cookware,Utensils,DwellWell,65.49,81.71,34.93
HOMFULI001,DwellWell Premium Living Room,Home & Kitchen,Furniture,Living Room,DwellWell,66.64,76.58,41.36
HOMFULI002,HomeStyle Multi-Use Living Room,Home & Kitchen,Furniture,Living Room,HomeStyle,76.45,89.53,42.64
HOMFULI003,KitchenPlus Compact Living Room,Home & Kitchen,Furniture,Living Room,KitchenPlus,87.0,105.55,48.67
HOMFULI004,DwellWell Deluxe Living Room,Home & Kitchen,Furniture,Living Room,DwellWell,79.22,101.99,50.13
HOMFULI005,CookEasy Deluxe Living Room XL,Home & Kitchen,Furniture,Living Room,CookEasy,87.43,96.72,47.47
HOMFULI006,KitchenPlus Multi-Use Living Room,Home & Kitchen,Furniture,Living Room,KitchenPlus,72.38,80.37,44.81
HOMFULI007,KitchenPlus Compact Living Room 12-Piece,Home & Kitchen,Furniture,Living Room,KitchenPlus,79.87,93.2,49.47
HOMFULI008,CookEasy Premium Living Room,Home & Kitchen,Furniture,Living Room,CookEasy,88.66,98.86,46.22
HOMFUBE001,KitchenPlus Compact Bedroom 8-Piece,Home & Kitchen,Furniture,Bedroom,KitchenPlus,87.29,108.04,52.3
HOMFUBE002,HomeStyle Multi-Use Bedroom,Home & Kitchen,Furniture,Bedroom,HomeStyle,77.9,98.46,42.79
HOMFUBE003,HomeMaker Compact Bedroom Pro,Home & Kitchen,Furniture,Bedroom,HomeMaker,89.57,103.4,57.23
HOMFUBE004,CookEasy Professional Bedroom Set,Home & Kitchen,Furniture,Bedroom,CookEasy,82.88,92.68,47.42
HOMFUBE005,KitchenPlus Professional Bedroom,Home & Kitchen,Furniture,Bedroom,KitchenPlus,93.34,120.42,49.23
HOMFUBE006,DwellWell Deluxe Bedroom,Home & Kitchen,Furniture,Bedroom,DwellWell,78.26,94.57,42.03
HOMFUBE007,HomeMaker Deluxe Bedroom,Home & Kitchen,Furniture,Bedroom,HomeMaker,91.92,115.94,59.42
HOMFUBE008,DwellWell Premium Bedroom,Home & Kitchen,Furniture,Bedroom,DwellWell,85.07,108.03,54.31
HOMFUBE009,HomeStyle Professional Bedroom 8-Piece,Home & Kitchen,Furniture,Bedroom,HomeStyle,71.98,82.36,43.04
HOMFUBE010,DwellWell Essential Bedroom Set,Home & Kitchen,Furniture,Bedroom,DwellWell,95.59,105.91,65.85
HOMFUBE011,HomeMaker Premium Bedroom Set,Home & Kitchen,Furniture,Bedroom,HomeMaker,86.57,98.35,59.3
HOMFUDI001,DwellWell Professional Dining 12-Piece,Home & Kitchen,Furniture,Dining,DwellWell,82.16,90.94,56.13
HOMFUDI002,HomeMaker Deluxe Dining,Home & Kitchen,Furniture,Dining,HomeMaker,86.31,110.89,48.29
HOMFUDI003,DwellWell Compact Dining 8-Piece,Home & Kitchen,Furniture,Dining,DwellWell,95.06,113.58,65.48
HOMFUDI004,HomeStyle Compact Dining 8-Piece,Home & Kitchen,Furniture,Dining,HomeStyle,91.57,106.58,61.25
HOMFUDI005,KitchenPlus Professional Dining,Home & Kitchen,Furniture,Dining,KitchenPlus,90.51,110.36,45.93
HOMFUDI006,HomeStyle Premium Dining Set,Home & Kitchen,Furniture,Dining,HomeStyle,71.35,79.58,37.4
HOMFUDI007,HomeStyle Essential Dining Set,Home & Kitchen,Furniture,Dining,HomeStyle,86.27,107.4,49.0
HOMFUDI008,DwellWell Compact Dining,Home & Kitchen,Furniture,Dining,DwellWell,66.08,79.82,37.21
HOMFUDI009,HomeMaker Compact Dining,Home & Kitchen,Furniture,Dining,HomeMaker,89.29,109.4,50.34
SPOFIEQ001,SportsGear Pro Equipment,Sports,Fitness,Equipment,SportsGear,103.88,119.11,61.54
SPOFIEQ002,FitZone Performance Equipment,Sports,Fitness,Equipment,FitZone,72.87,80.47,45.95
SPOFIEQ003,OutdoorEdge Performance Equipment,Sports,Fitness,Equipment,OutdoorEdge,103.48,133.26,59.95
SPOFIEQ004,FitZone Sport Equipment,Sports,Fitness,Equipment,FitZone,100.75,117.89,65.45
SPOFIEQ005,ActiveLife Active Equipment,Sports,Fitness,Equipment,ActiveLife,99.61,119.13,55.81
SPOFIEQ006,ActiveLife Elite Equipment,Sports,Fitness,Equipment,ActiveLife,94.58,122.65,59.68
SPOFIEQ007,FitZone Active Equipment,Sports,Fitness,Equipment,FitZone,99.65,118.01,56.07
SPOFIEQ008,AthletePro Elite Equipment,Sports,Fitness,Equipment,AthletePro,98.54,110.57,52.8
SPOFIEQ009,FitZone Endurance Equipment,Sports,Fitness,Equipment,FitZone,84.76,98.26,46.03
SPOFIEQ010,ActiveLife Endurance Equipment,Sports,Fitness,Equipment,ActiveLife,80.4,88.73,40.71
SPOFIAP001,ActiveLife Pro Apparel,Sports,Fitness,Apparel,ActiveLife,107.55,126.57,60.67
SPOFIAP002,FitZone Performance Apparel,Sports,Fitness,Apparel,FitZone,96.46,124.43,51.39
SPOFIAP003,AthletePro Endurance Apparel,Sports,Fitness,Apparel,AthletePro,100.3,118.7,51.49
SPOFIAP004,AthletePro Endurance Apparel,Sports,Fitness,Apparel,AthletePro,103.64,123.69,66.5
SPOFIAP005,FitZone Performance Apparel,Sports,Fitness,Apparel,FitZone,94.07,122.13,49.39
SPOFIAP006,SportsGear Endurance Apparel,Sports,Fitness,Apparel,SportsGear,80.33,98.8,51.53
SPOFIAP007,ActiveLife Elite Apparel,Sports,Fitness,Apparel,ActiveLife,93.87,107.59,54.15
SPOFIAP008,SportsGear Endurance Apparel,Sports,Fitness,Apparel,SportsGear,78.35,89.1,41.76
SPOFISU001,SportsGear Sport Supplements,Sports,Fitness,Supplements,SportsGear,100.05,111.22,55.28
SPOFISU002,AthletePro Sport Supplements,Sports,Fitness,Supplements,AthletePro,106.88,137.39,67.61
SPOFISU003,AthletePro Performance Supplements,Sports,Fitness,Supplements,AthletePro,107.8,127.13,56.71
SPOFISU004,FitZone Pro Supplements,Sports,Fitness,Supplements,FitZone,99.29,112.27,60.01
SPOFISU005,OutdoorEdge Performance Supplements,Sports,Fitness,Supplements,OutdoorEdge,101.36,116.03,54.09
SPOFISU006,SportsGear Pro Supplements,Sports,Fitness,Supplements,SportsGear,91.32,111.05,53.78
SPOFISU007,ActiveLife Performance Supplements,Sports,Fitness,Supplements,ActiveLife,75.29,86.81,47.55
SPOFISU008,FitZone Elite Supplements,Sports,Fitness,Supplements,FitZone,76.65,98.97,48.55
SPOTEBA001,SportsGear Endurance Basketball,Sports,Team Sports,Basketball,SportsGear,103.03,126.83,64.02
SPOTEBA002,ActiveLife Endurance Basketball,Sports,Team Sports,Basketball,ActiveLife,91.82,108.5,47.11
SPOTEBA003,OutdoorEdge Performance Basketball,Sports,Team Sports,Basketball,OutdoorEdge,85.41,106.31,46.03
SPOTEBA004,SportsGear Performance Basketball,Sports,Team Sports,Basketball,SportsGear,89.84,102.78,46.01
SPOTEBA005,FitZone Performance Basketball,Sports,Team Sports,Basketball,FitZone,96.59,122.69,49.4
SPOTEBA006,ActiveLife Pro Basketball,Sports,Team Sports,Basketball,ActiveLife,89.82,109.44,51.38
SPOTEBA007,FitZone Pro Basketball,Sports,Team Sports,Basketball,FitZone,101.68,125.63,56.14
SPOTESO001,SportsGear Sport Soccer,Sports,Team Sports,Soccer,SportsGear,92.36,117.82,49.88
SPOTESO002,FitZone Endurance Soccer,Sports,Team Sports,Soccer,FitZone,100.7,127.9,60.29
SPOTESO003,ActiveLife Pro Soccer,Sports,Team Sports,Soccer,ActiveLife,103.21,130.81,62.57
SPOTESO004,FitZone Pro Soccer,Sports,Team Sports,Soccer,FitZone,97.1,118.82,58.46
SPOTESO005,ActiveLife Endurance Soccer,Sports,Team Sports,Soccer,ActiveLife,99.09,126.45,51.9
SPOTESO006,AthletePro Active Soccer,Sports,Team Sports,Soccer,AthletePro,103.37,130.79,52.14
SPOTESO007,ActiveLife Sport Soccer,Sports,Team Sports,Soccer,ActiveLife,76.63,95.69,42.17
SPOTEBA001,OutdoorEdge Active Baseball,Sports,Team Sports,Baseball,OutdoorEdge,77.78,98.5,48.43
SPOTEBA002,ActiveLife Pro Baseball,Sports,Team Sports,Baseball,ActiveLife,90.26,104.47,45.22
SPOTEBA003,SportsGear Active Baseball,Sports,Team Sports,Baseball,SportsGear,94.2,115.52,60.96
SPOTEBA004,AthletePro Endurance Baseball,Sports,Team Sports,Baseball,AthletePro,81.34,98.26,48.41
SPOTEBA005,OutdoorEdge Performance Baseball,Sports,Team Sports,Baseball,OutdoorEdge,100.06,125.3,51.64
SPOTEBA006,OutdoorEdge Elite Baseball,Sports,Team Sports,Baseball,OutdoorEdge,91.48,106.88,58.95
SPOTEBA007,AthletePro Sport Baseball,Sports,Team Sports,Baseball,AthletePro,94.76,106.18,60.63
SPOTEBA008,FitZone Sport Baseball,Sports,Team Sports,Baseball,FitZone,105.73,117.74,63.77
SPOOUHI001,FitZone Pro Hiking,Sports,Outdoor,Hiking,FitZone,82.83,92.22,50.21
SPOOUHI002,SportsGear Pro Hiking,Sports,Outdoor,Hiking,SportsGear,92.95,113.79,51.3
SPOOUHI003,AthletePro Performance Hiking,Sports,Outdoor,Hiking,AthletePro,73.64,95.34,46.45
SPOOUHI004,FitZone Pro Hiking,Sports,Outdoor,Hiking,FitZone,106.87,120.33,65.45
SPOOUHI005,AthletePro Elite Hiking,Sports,Outdoor,Hiking,AthletePro,99.29,109.65,50.01
SPOOUHI006,OutdoorEdge Elite Hiking,Sports,Outdoor,Hiking,OutdoorEdge,83.64,104.89,47.95
SPOOUHI007,FitZone Active Hiking,Sports,Outdoor,Hiking,FitZone,96.59,111.53,54.75
SPOOUHI008,ActiveLife Sport Hiking,Sports,Outdoor,Hiking,ActiveLife,107.88,128.41,60.84
SPOOUCA001,FitZone Endurance Camping,Sports,Outdoor,Camping,FitZone,77.88,96.48,48.23
SPOOUCA002,SportsGear Active Camping,Sports,Outdoor,Camping,SportsGear,79.94,98.81,40.96
SPOOUCA003,AthletePro Active Camping,Sports,Outdoor,Camping,AthletePro,95.55,123.28,51.69
SPOOUCA004,OutdoorEdge Active Camping,Sports,Outdoor,Camping,OutdoorEdge,77.43,99.79,43.74
SPOOUCA005,ActiveLife Pro Camping,Sports,Outdoor,Camping,ActiveLife,87.1,102.74,51.89
SPOOUCA006,ActiveLife Elite Camping,Sports,Outdoor,Camping,ActiveLife,81.86,96.75,53.01
SPOOUCA007,FitZone Active Camping,Sports,Outdoor,Camping,FitZone,104.18,119.03,55.68
SPOOUCA008,SportsGear Performance Camping,Sports,Outdoor,Camping,SportsGear,73.11,85.81,43.7
SPOOUCA009,AthletePro Sport Camping,Sports,Outdoor,Camping,AthletePro,103.11,133.38,58.87
SPOOUCA010,ActiveLife Endurance Camping,Sports,Outdoor,Camping,ActiveLife,78.67,98.76,49.59
SPOOUWA001,AthletePro Active Water Sports,Sports,Outdoor,Water Sports,AthletePro,99.74,124.9,62.51
SPOOUWA002,ActiveLife Elite Water Sports,Sports,Outdoor,Water Sports,ActiveLife,94.53,104.6,49.13
SPOOUWA003,AthletePro Active Water Sports,Sports,Outdoor,Water Sports,AthletePro,105.14,132.4,62.29
SPOOUWA004,AthletePro Sport Water Sports,Sports,Outdoor,Water Sports,AthletePro,89.32,100.49,46.23
SPOOUWA005,SportsGear Sport Water Sports,Sports,Outdoor,Water Sports,SportsGear,96.67,110.21,54.57
SPOOUWA006,OutdoorEdge Pro Water Sports,Sports,Outdoor,Water Sports,OutdoorEdge,89.69,109.1,45.71
SPOOUWA007,AthletePro Performance Water Sports,Sports,Outdoor,Water Sports,AthletePro,81.67,94.91,50.61
SPOOUWA008,SportsGear Elite Water Sports,Sports,Outdoor,Water Sports,SportsGear,88.38,98.5,44.34
BOOFIMY001,PageTurn Guide Mystery,Books,Fiction,Mystery,PageTurn,23.92,29.18,11.29
BOOFIMY002,ReadNow Guide Mystery,Books,Fiction,Mystery,ReadNow,22.91,29.14,11.55
BOOFIMY003,ReadNow Essential Mystery,Books,Fiction,Mystery,ReadNow,27.79,33.24,11.28
BOOFIMY004,Bookworm Essential Mystery,Books,Fiction,Mystery,Bookworm,21.04,27.3,9.18
BOOFIMY005,KnowledgeBase Complete Mystery,Books,Fiction,Mystery,KnowledgeBase,21.42,26.21,10.17
BOOFIMY006,Bookworm Essential Mystery,Books,Fiction,Mystery,Bookworm,27.01,29.77,13.07
BOOFIMY007,ReadNow Guide Mystery,Books,Fiction,Mystery,ReadNow,23.26,25.99,11.11
BOOFIMY008,Bookworm Essential Mystery,Books,Fiction,Mystery,Bookworm,23.5,26.22,9.52
BOOFIMY009,PageTurn Complete Mystery,Books,Fiction,Mystery,PageTurn,23.96,29.08,10.06
BOOFIMY010,ReadNow Complete Mystery,Books,Fiction,Mystery,ReadNow,26.88,30.65,13.98
BOOFIRO001,ReadNow Guide Romance,Books,Fiction,Romance,ReadNow,21.67,26.59,9.01
BOOFIRO002,Bookworm Complete Romance,Books,Fiction,Romance,Bookworm,27.05,34.82,10.95
BOOFIRO003,ReadNow Advanced Romance,Books,Fiction,Romance,ReadNow,20.51,25.47,9.87
BOOFIRO004,PageTurn Essential Romance,Books,Fiction,Romance,PageTurn,28.7,36.17,14.55
BOOFIRO005,LiteraryPlus Guide Romance,Books,Fiction,Romance,LiteraryPlus,23.39,26.1,12.21
BOOFIRO006,PageTurn Complete Romance,Books,Fiction,Romance,PageTurn,28.94,36.56,13.95
BOOFIRO007,LiteraryPlus Master Romance,Books,Fiction,Romance,LiteraryPlus,24.51,29.55,12.17
BOOFIRO008,Bookworm Guide Romance,Books,Fiction,Romance,Bookworm,27.3,30.37,11.26
BOOFIRO009,KnowledgeBase Complete Romance,Books,Fiction,Romance,KnowledgeBase,22.46,28.62,9.52
BOOFIRO010,LiteraryPlus Guide Romance,Books,Fiction,Romance,LiteraryPlus,22.18,25.9,12.12
BOOFIRO011,ReadNow Guide Romance,Books,Fiction,Romance,ReadNow,21.81,26.87,11.31
BOOFIRO012,PageTurn Guide Romance,Books,Fiction,Romance,PageTurn,24.97,31.06,12.07
BOOFISC001,LiteraryPlus Complete Science Fiction,Books,Fiction,Science Fiction,LiteraryPlus,22.28,28.85,12.24
BOOFISC002,PageTurn Master Science Fiction,Books,Fiction,Science Fiction,PageTurn,26.49,32.75,11.39
BOOFISC003,LiteraryPlus Master Science Fiction,Books,Fiction,Science Fiction,LiteraryPlus,20.71,23.85,8.38
BOOFISC004,PageTurn Master Science Fiction,Books,Fiction,Science Fiction,PageTurn,24.62,30.66,13.05
BOOFISC005,LiteraryPlus Complete Science Fiction,Books,Fiction,Science Fiction,LiteraryPlus,27.42,32.05,12.72
BOOFISC006,PageTurn Advanced Science Fiction,Books,Fiction,Science Fiction,PageTurn,23.7,26.26,12.99
BOOFISC007,KnowledgeBase Essential Science Fiction,Books,Fiction,Science Fiction,KnowledgeBase,28.66,34.04,13.95
BOOFISC008,PageTurn Essential Science Fiction,Books,Fiction,Science Fiction,PageTurn,27.24,34.72,12.89
BOOFISC009,Bookworm Guide Science Fiction,Books,Fiction,Science Fiction,Bookworm,29.0,33.5,13.43
BOOFISC010,KnowledgeBase Guide Science Fiction,Books,Fiction,Science Fiction,KnowledgeBase,25.91,29.6,13.91
BOOFISC011,Bookworm Master Science Fiction,Books,Fiction,Science Fiction,Bookworm,26.22,32.69,12.97
BOONOBI001,LiteraryPlus Guide Biography,Books,Non-Fiction,Biography,LiteraryPlus,21.31,27.31,10.81
BOONOBI002,KnowledgeBase Master Biography,Books,Non-Fiction,Biography,KnowledgeBase,21.79,28.2,9.49
BOONOBI003,PageTurn Complete Biography,Books,Non-Fiction,Biography,PageTurn,21.8,26.13,11.51
BOONOBI004,KnowledgeBase Essential Biography,Books,Non-Fiction,Biography,KnowledgeBase,22.46,26.71,11.92
BOONOBI005,LiteraryPlus Master Biography,Books,Non-Fiction,Biography,LiteraryPlus,25.14,30.63,11.41
BOONOBI006,ReadNow Master Biography,Books,Non-Fiction,Biography,ReadNow,21.63,27.98,9.92
BOONOBI007,Bookworm Master Biography,Books,Non-Fiction,Biography,Bookworm,22.57,26.3,11.25
BOONOBI008,LiteraryPlus Master Biography,Books,Non-Fiction,Biography,LiteraryPlus,27.72,35.87,11.63
BOONOBI009,PageTurn Advanced Biography,Books,Non-Fiction,Biography,PageTurn,24.53,27.34,10.68
BOONOBI010,LiteraryPlus Advanced Biography,Books,Non-Fiction,Biography,LiteraryPlus,21.69,25.32,10.37
BOONOBI011,Bookworm Advanced Biography,Books,Non-Fiction,Biography,Bookworm,28.28,32.51,13.14
BOONOSE001,LiteraryPlus Complete Self-Help,Books,Non-Fiction,Self-Help,LiteraryPlus,26.16,29.65,13.24
BOONOSE002,PageTurn Complete Self-Help,Books,Non-Fiction,Self-Help,PageTurn,21.67,27.03,8.79
BOONOSE003,PageTurn Master Self-Help,Books,Non-Fiction,Self-Help,PageTurn,26.63,33.79,12.55
BOONOSE004,PageTurn Advanced Self-Help,Books,Non-Fiction,Self-Help,PageTurn,28.05,35.72,13.68
BOONOSE005,ReadNow Guide Self-Help,Books,Non-Fiction,Self-Help,ReadNow,22.05,25.44,9.19
BOONOSE006,PageTurn Guide Self-Help,Books,Non-Fiction,Self-Help,PageTurn,20.56,26.47,9.86
BOONOSE007,KnowledgeBase Guide Self-Help,Books,Non-Fiction,Self-Help,KnowledgeBase,20.39,24.27,8.53
BOONOSE008,Bookworm Complete Self-Help,Books,Non-Fiction,Self-Help,Bookworm,29.33,35.23,13.12
BOONOSE009,LiteraryPlus Advanced Self-Help,Books,Non-Fiction,Self-Help,LiteraryPlus,20.41,26.48,8.62
BOONOHI001,PageTurn Advanced History,Books,Non-Fiction,History,PageTurn,29.64,38.25,11.88
BOONOHI002,KnowledgeBase Advanced History,Books,Non-Fiction,History,KnowledgeBase,26.38,31.42,13.99
BOONOHI003,Bookworm Complete History,Books,Non-Fiction,History,Bookworm,25.15,31.01,11.9
BOONOHI004,KnowledgeBase Guide History,Books,Non-Fiction,History,KnowledgeBase,21.39,24.84,8.65
BOONOHI005,ReadNow Essential History,Books,Non-Fiction,History,ReadNow,27.04,33.38,11.63
BOONOHI006,LiteraryPlus Essential History,Books,Non-Fiction,History,LiteraryPlus,29.69,36.65,12.29
BOONOHI007,PageTurn Advanced History,Books,Non-Fiction,History,PageTurn,24.43,27.74,12.95
BOONOHI008,KnowledgeBase Advanced History,Books,Non-Fiction,History,KnowledgeBase,26.92,34.69,14.15
BOONOHI009,PageTurn Advanced History,Books,Non-Fiction,History,PageTurn,26.82,32.82,12.73
BOONOHI010,KnowledgeBase Essential History,Books,Non-Fiction,History,KnowledgeBase,28.68,31.72,13.93
BOONOHI011,LiteraryPlus Guide History,Books,Non-Fiction,History,LiteraryPlus,29.3,36.19,14.75
BOONOHI012,KnowledgeBase Guide History,Books,Non-Fiction,History,KnowledgeBase,22.15,26.11,11.05
BOONOHI013,KnowledgeBase Complete History,Books,Non-Fiction,History,KnowledgeBase,26.5,32.64,11.02
BOOEDTE001,PageTurn Essential Textbooks,Books,Educational,Textbooks,PageTurn,29.98,38.84,12.21
BOOEDTE002,Bookworm Advanced Textbooks,Books,Educational,Textbooks,Bookworm,24.06,30.23,12.77
BOOEDTE003,Bookworm Advanced Textbooks,Books,Educational,Textbooks,Bookworm,25.66,32.73,13.11
BOOEDTE004,PageTurn Essential Textbooks,Books,Educational,Textbooks,PageTurn,24.03,29.64,10.79
BOOEDTE005,ReadNow Guide Textbooks,Books,Educational,Textbooks,ReadNow,28.07,35.35,14.44
BOOEDTE006,LiteraryPlus Complete Textbooks,Books,Educational,Textbooks,LiteraryPlus,24.35,27.37,12.73
BOOEDTE007,ReadNow Complete Textbooks,Books,Educational,Textbooks,ReadNow,25.43,29.63,10.2
BOOEDTE008,PageTurn Guide Textbooks,Books,Educational,Textbooks,PageTurn,23.66,29.31,10.87
BOOEDTE009,ReadNow Master Textbooks,Books,Educational,Textbooks,ReadNow,23.88,27.4,11.16
BOOEDTE010,LiteraryPlus Master Textbooks,Books,Educational,Textbooks,LiteraryPlus,23.72,26.44,10.3
BOOEDTE011,Bookworm Essential Textbooks,Books,Educational,Textbooks,Bookworm,26.02,31.85,13.02
BOOEDRE001,Bookworm Advanced Reference,Books,Educational,Reference,Bookworm,24.63,31.34,11.25
